complemento/valorTotal,dets/0/prod/qCom,dets/0/prod/uCom,dets/0/prod/vProd,dets/0/prod/vUnCom,dets/0/prod/xProd,dets/1/prod/qCom,dets/1/prod/uCom,dets/1/prod/vProd,dets/1/prod/vUnCom,dets/1/prod/xProd,ide/dhEmi/$date,infAdic/infCpl,total/icmsTot/vDesc,total/icmsTot/vProd,total/icmsTot/vTotTrib,total/icmsTot/vnf,dets/2/prod/qCom,dets/2/prod/vProd,dets/2/prod/vUnCom,dets/2/prod/xProd,dets/3/prod/qCom,dets/3/prod/vProd,dets/3/prod/vUnCom,dets/3/prod/xProd,dets/4/prod/qCom,dets/4/prod/vProd
20.03,292,KG,20.03,68.6,BUFFET,,,,,,2016-01-06T12:45:21.000Z,Mesa 14,0,20.03,0.84,20.03,,,,,,,,,,
39.29,376,KG,25.79,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T12:45:58.000Z,Mesa 7,0,39.29,4.12,30.29,,,,,,,,,,
40.95,3,UN,10.5,3.5,AGUA,444,KG,30.45,68.6,BUFFET,2016-01-06T12:57:46.000Z,Mesa 33,0,40.95,3.51,33.95,,,,,,,,,,
35.53,518,KG,35.53,68.6,BUFFET,,,,,,2016-01-06T12:57:54.000Z,Mesa 17,0,35.53,1.49,35.53,,,,,,,,,,
30.04,438,KG,30.04,68.6,BUFFET,,,,,,2016-01-06T12:58:13.000Z,Mesa 41,0,30.04,1.26,30.04,,,,,,,,,,
35.58,3,UN,13.5,4.5,SUCO,322,KG,22.08,68.6,BUFFET,2016-01-06T12:58:22.000Z,Mesa 28,0,35.58,1.5,26.58,,,,,,,,,,
35.17,316,KG,21.67,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T12:58:33.000Z,Mesa 43,0,35.17,4.05,26.17,,,,,,,,,,
40.11,388,KG,26.61,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T12:58:50.000Z,Mesa 42,0,40.11,4.15,31.11,,,,,,,,,,
60.42,684,KG,46.92,68.6,BUFFET,3,UN,13.5,4.5,SUCO,2016-01-06T12:59:04.000Z,Mesa 40,0,60.42,2.54,51.42,,,,,,,,,,
28.81,0.42,KG,28.81,68.6,BUFFET,,,,,,2016-01-06T12:59:19.000Z,Mesa 36,0,28.81,1.21,28.81,,,,,,,,,,
47.87,698,KG,47.88,68.6,BUFFET,,,,,,2016-01-06T12:59:28.000Z,Mesa 38,0,47.88,2.01,47.88,,,,,,,,,,
54.24,594,KG,40.74,68.6,BUFFET,3,UN,13.5,4.5,SUCO,2016-01-06T12:59:36.000Z,Mesa 30,0,54.24,2.28,45.24,,,,,,,,,,
52.87,574,KG,39.37,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T12:59:51.000Z,Mesa 35,0,52.87,4.52,43.87,,,,,,,,,,
46.55,482,KG,33.06,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:01:59.000Z,Mesa 63,0,46.56,4.33,37.56,,,,,,,,,,
72.22,856,KG,58.72,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:03:40.000Z,Mesa 69,0,72.22,5.22,63.22,,,,,,,,,,
45.96,0.67,KG,45.96,68.6,BUFFET,,,,,,2016-01-06T13:04:32.000Z,Mesa 61,0,45.96,1.93,45.96,,,,,,,,,,
52.32,566,KG,38.82,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:05:37.000Z,Mesa 25,0,52.32,4.5,43.32,,,,,,,,,,
44.09,446,KG,30.59,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:06:06.000Z,Mesa 26,0,44.09,4.26,35.09,,,,,,,,,,
50.81,544,KG,37.31,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:06:46.000Z,Mesa 24,0,50.81,4.46,41.81,,,,,,,,,,
107.32,1368,KG,93.84,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:07:25.000Z,Mesa 64,0,107.34,6.59,98.34,,,,,,,,,,
67.22,6,UN,21,3.5,AGUA,674,KG,46.23,68.6,BUFFET,2016-01-06T13:12:11.000Z,Mesa 67,0,67.23,6.58,53.23,,,,,,,,,,
102.75,1.17,KG,80.26,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:13:50.000Z,Mesa 60,0,102.76,10.6,93.76,2,9,4.5,CERVEJA,,,,,,
44.5,452,KG,31,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:14:40.000Z,Mesa 73,0,44.5,4.26,35.5,,,,,,,,,,
28.78,354,KG,24.28,68.6,BUFFET,1,UN,4.5,4.5,CERVEJA,2016-01-06T13:19:36.000Z,Mesa 44,0,28.78,3.12,28.78,,,,,,,,,,
56.99,634,KG,43.49,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:20:52.000Z,Mesa 80,0,56.99,4.67,47.99,,,,,,,,,,
122.02,3,UN,10.5,3.5,AGUA,1.33,KG,91.23,68.6,BUFFET,2016-01-06T13:22:30.000Z,Mesa 77,0,122.03,9.04,106.03,3,13.5,4.5,REFRIGERANTE,1,6.8,6.8,HARUMAKI,,
54.24,594,KG,40.74,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:23:15.000Z,Mesa 72,0,54.24,4.57,45.24,,,,,,,,,,
34.98,0.51,KG,34.98,68.6,BUFFET,,,,,,2016-01-06T13:23:43.000Z,Mesa 51,0,34.98,1.47,34.98,,,,,,,,,,
18.24,266,KG,18.24,68.6,BUFFET,,,,,,2016-01-06T13:23:51.000Z,Mesa 47,0,18.24,0.77,18.24,,,,,,,,,,
46.92,684,KG,46.92,68.6,BUFFET,,,,,,2016-01-06T13:25:55.000Z,Mesa 84,0,46.92,1.97,46.92,,,,,,,,,,
37.76,1,UN,1,1,CHA,536,KG,36.76,68.6,BUFFET,2016-01-06T13:26:06.000Z,Mesa 82,0,37.76,2.01,37.76,,,,,,,,,,
24.87,1,UN,1,1,CHA,348,KG,23.87,68.6,BUFFET,2016-01-06T13:26:24.000Z,Mesa 81,0,24.87,1.47,24.87,,,,,,,,,,
21.67,316,KG,21.67,68.6,BUFFET,,,,,,2016-01-06T13:26:32.000Z,Mesa 46,0,21.67,0.91,21.67,,,,,,,,,,
116.03,3,UN,10.5,3.5,AGUA,1342,KG,92.06,68.6,BUFFET,2016-01-06T13:29:55.000Z,Mesa 75,0,116.06,8.81,100.06,3,13.5,4.5,REFRIGERANTE,,,,,,
35.04,314,KG,21.54,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:31:40.000Z,Mesa 88,0,35.04,4.04,26.04,,,,,,,,,,
119.95,3,UN,13.5,4.5,SUCO,3,UN,10.5,3.5,AGUA,2016-01-06T13:32:33.000Z,Mesa 70,0,119.95,6.91,94.95,1202,82.45,68.6,BUFFET,3,13.5,4.5,SUCO,,
99.12,1,UN,1,1,CHA,1234,KG,84.65,68.6,BUFFET,2016-01-06T13:35:50.000Z,Mesa 91,0,99.15,6.74,90.15,3,13.5,4.5,REFRIGERANTE,,,,,,
24.01,0.35,KG,24.01,68.6,BUFFET,,,,,,2016-01-06T13:39:29.000Z,Mesa 87,0,24.01,1.01,24.01,,,,,,,,,,
43.13,432,KG,29.63,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:40:32.000Z,Mesa 56,0,43.13,4.22,34.13,,,,,,,,,,
48.75,514,KG,35.26,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:42:30.000Z,Mesa 59,0,48.76,4.39,39.76,,,,,,,,,,
35.72,324,KG,22.22,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:42:41.000Z,Mesa 58,0,35.72,4.05,26.72,,,,,,,,,,
46.42,0.48,KG,32.92,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T13:42:49.000Z,Mesa 57,0,46.42,4.32,37.42,,,,,,,,,,
108.24,3,UN,10.5,3.5,AGUA,6,UN,21,3.5,AGUA,2016-01-06T13:49:18.000Z,Mesa 90,0,108.26,11.92,87.26,1,3.5,3.5,CAFE EXPRESSO,1068,73.26,68.6,BUFFET,,
80.99,3,UN,13.5,4.5,SUCO,984,KG,67.5,68.6,BUFFET,2016-01-06T13:50:47.000Z,Mesa 95,0,81,3.41,72,,,,,,,,,,
71.72,3,UN,10.5,3.5,AGUA,846,KG,58.03,68.6,BUFFET,2016-01-06T13:58:33.000Z,Mesa 98,0,71.73,6.16,64.73,1,3.2,3.2,DOCINHOS,,,,,,
95.52,3,UN,13.5,4.5,SUCO,3,UN,10.5,3.5,AGUA,2016-01-06T14:00:58.000Z,Mesa 99,0,95.53,8.61,70.53,846,58.03,68.6,BUFFET,3,13.5,4.5,REFRIGERANTE,,
142.78,3,UN,10.5,3.5,AGUA,1732,KG,118.81,68.6,BUFFET,2016-01-06T14:01:56.000Z,Mesa 92,0,142.81,9.82,126.81,3,13.5,4.5,REFRIGERANTE,,,,,,
66.74,3,UN,10.5,3.5,AGUA,0.82,KG,56.25,68.6,BUFFET,2016-01-06T14:02:42.000Z,Mesa 97,0,66.75,4.46,59.75,,,,,,,,,,
40.39,392,KG,26.89,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T14:08:49.000Z,Mesa 29,0,40.39,4.16,31.39,,,,,,,,,,
29.29,3,UN,10.5,3.5,AGUA,274,KG,18.79,68.6,BUFFET,2016-01-06T14:54:29.000Z,Mesa 89,0,29.29,3.18,22.29,,,,,,,,,,
58.92,3,UN,10.5,3.5,AGUA,706,KG,48.43,68.6,BUFFET,2016-01-06T19:24:44.000Z,Mesa 9,0,58.93,4.15,51.93,,,,,,,,,,
39.98,1,UN,9.8,9.8,SUSHI ESPECIAL,0.44,KG,30.18,68.6,BUFFET,2016-01-06T19:26:19.000Z,Mesa 4,0,39.98,5.85,39.98,,,,,,,,,,
28.4,414,KG,28.4,68.6,BUFFET,,,,,,2016-01-06T19:59:20.000Z,Mesa 22,0,28.4,1.19,28.4,,,,,,,,,,
33.72,426,KG,29.22,68.6,BUFFET,1,UN,4.5,4.5,CERVEJA,2016-01-06T20:01:44.000Z,Mesa 17,0,33.72,3.33,33.72,,,,,,,,,,
90.42,1,UN,1,1,CHA,0.91,KG,62.42,68.6,BUFFET,2016-01-06T20:02:52.000Z,Mesa 16,0,90.42,9.11,72.42,3,13.5,4.5,REFRIGERANTE,3,13.5,4.5,REFRIGERANTE,,
81.74,3,UN,13.5,4.5,SUCO,3,UN,10.5,3.5,AGUA,2016-01-06T20:08:31.000Z,Mesa 2,0,81.76,5.28,65.76,842,57.76,68.6,BUFFET,,,,,,
32.42,3,UN,13.5,4.5,SUCO,276,KG,18.93,68.6,BUFFET,2016-01-06T20:08:50.000Z,Mesa 1,0,32.43,1.37,23.43,,,,,,,,,,
43.07,628,KG,43.08,68.6,BUFFET,,,,,,2016-01-06T20:11:55.000Z,Mesa 24,0,43.08,1.81,43.08,,,,,,,,,,
61.13,6,UN,21,3.5,AGUA,0.59,KG,40.13,68.6,BUFFET,2016-01-06T20:29:21.000Z,Mesa 11,0,61.13,5.56,30.25,,,,,,,,,,
134.33,6,UN,21,3.5,AGUA,1.59,KG,108.85,68.6,BUFFET,2016-01-06T20:35:40.000Z,Mesa 13,0,134.35,11.3,80.57,1,4.5,4.5,CERVEJA,,,,,,
72.9,866,KG,59.4,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T20:36:01.000Z,Mesa 28,0,72.9,5.25,63.9,,,,,,,,,,
123.97,1,UN,20.9,20.9,SAKE,1306,KG,89.59,68.6,BUFFET,2016-01-06T20:36:30.000Z,Mesa 21,0,123.99,16.84,114.99,3,13.5,4.5,REFRIGERANTE,,,,,,
133.11,1,UN,15,15,SAKE,1722,KG,118.12,68.6,BUFFET,2016-01-06T20:40:21.000Z,Mesa 23,0,133.12,11.97,133.12,,,,,,,,,,
103.13,1,UN,9.8,9.8,SUSHI ESPECIAL,1164,KG,79.85,68.6,BUFFET,2016-01-06T20:52:30.000Z,Mesa 35,0,103.15,8.9,94.15,3,13.5,4.5,SUCO,,,,,,
22.63,0.33,KG,22.63,68.6,BUFFET,,,,,,2016-01-06T20:55:00.000Z,Mesa 47,0,22.63,0.95,22.63,,,,,,,,,,
34.43,502,KG,34.43,68.6,BUFFET,,,,,,2016-01-06T20:55:12.000Z,Mesa 46,0,34.43,1.45,34.43,,,,,,,,,,
85.52,1.05,KG,72.03,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T20:56:05.000Z,Mesa 33,0,85.53,5.73,76.53,,,,,,,,,,
36.39,344,KG,23.59,68.6,BUFFET,1,UN,12.8,12.8,CERVEJA,2016-01-06T21:04:08.000Z,Mesa 38,0,36.39,6.97,36.39,,,,,,,,,,
54.56,1,UN,6,6,CERVEJA,708,KG,48.56,68.6,BUFFET,2016-01-06T21:04:17.000Z,Mesa 36,0,54.56,4.84,54.56,,,,,,,,,,
100.26,3,UN,10.5,3.5,AGUA,1112,KG,76.28,68.6,BUFFET,2016-01-06T21:14:12.000Z,Mesa 53,0,100.28,8.25,84.28,3,13.5,4.5,REFRIGERANTE,,,,,,
57,3,UN,10.5,3.5,AGUA,678,KG,46.51,68.6,BUFFET,2016-01-06T21:21:10.000Z,Mesa 57,0,57.01,4.08,50.01,,,,,,,,,,
75.61,1,UN,4.5,4.5,LIMONADA,0.84,KG,57.62,68.6,BUFFET,2016-01-06T21:23:06.000Z,Mesa 58,0,75.62,5.35,66.62,3,13.5,4.5,REFRIGERANTE,,,,,,
85.24,3,UN,10.5,3.5,AGUA,1,UN,1,1,CHA,2016-01-06T21:25:29.000Z,Mesa 26,0,85.24,14.46,78.24,3,3,1,CHA,1,16,16,WHISKY,798,54.74
94.51,3,UN,10.5,3.5,AGUA,1028,KG,70.52,68.6,BUFFET,2016-01-06T21:28:21.000Z,Mesa 60,0,94.52,8.06,78.52,3,13.5,4.5,REFRIGERANTE,,,,,,
349.47,1,UN,38.4,38.4,YAKISSOBA,1,UN,43.2,43.2,YAKISSOBA,2016-01-06T21:29:52.000Z,Mesa 40,0,349.49,30.03,304.49,2.79,191.39,68.6,BUFFET,6,27,4.5,REFRIGERANTE,3,13.5
86.49,3,UN,10.5,3.5,AGUA,1108,KG,76,68.6,BUFFET,2016-01-06T21:35:12.000Z,Mesa 56,0,86.5,5.24,79.5,,,,,,,,,,
108.28,1382,KG,94.8,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T21:38:09.000Z,Mesa 42,0,108.3,6.63,99.3,,,,,,,,,,
61.89,3,UN,10.5,3.5,AGUA,3,UN,10.5,3.5,AGUA,2016-01-06T21:39:01.000Z,Mesa 44,0,61.9,13.29,47.9,1,12.5,12.5,WHISKY,414,28.4,68.6,BUFFET,,
76.18,914,KG,62.7,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T21:40:09.000Z,Mesa 51,0,76.2,5.36,67.2,,,,,,,,,,
33.93,1,UN,8,8,SOBREMESA,378,KG,25.93,68.6,BUFFET,2016-01-06T21:46:20.000Z,Mesa 67,0,33.93,4.83,33.93,,,,,,,,,,
216.02,1,UN,22.8,22.8,CERVEJA,2.03,KG,139.25,68.6,BUFFET,2016-01-06T21:47:26.000Z,Mesa 8,0,216.05,29.89,180.05,12,54,4.5,REFRIGERANTE,,,,,,
76.52,722,KG,49.52,68.6,BUFFET,6,UN,27,4.5,REFRIGERANTE,2016-01-06T21:48:53.000Z,Mesa 19,0,76.52,8.21,58.52,,,,,,,,,,
108.77,3,UN,10.5,3.5,AGUA,1236,KG,84.78,68.6,BUFFET,2016-01-06T21:49:59.000Z,Mesa 18,0,108.78,8.55,92.78,3,13.5,4.5,REFRIGERANTE,,,,,,
56.71,0.63,KG,43.21,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T22:04:04.000Z,Mesa 68,0,56.71,4.66,47.71,,,,,,,,,,
111.82,1244,KG,85.33,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T22:23:31.000Z,Mesa 69,0,111.83,12.78,102.83,2,13,6.5,CERVEJA LATA,,,,,,
91.99,1,UN,1,1,CHA,1.13,KG,77.51,68.6,BUFFET,2016-01-06T22:24:15.000Z,Mesa 70,0,92.01,6.46,83.01,3,13.5,4.5,REFRIGERANTE,,,,,,
153.18,3,UN,10.5,3.5,AGUA,1.49,KG,102.21,68.6,BUFFET,2016-01-06T22:31:51.000Z,Mesa 72,0,153.21,15.7,119.21,3,13.5,4.5,REFRIGERANTE,3,13.5,4.5,REFRIGERANTE,3,13.5
55.61,1,UN,14.4,14.4,TEMAKI,404,KG,27.71,68.6,BUFFET,2016-01-06T22:33:07.000Z,Mesa 7,0,55.61,4.61,46.61,3,13.5,4.5,REFRIGERANTE,,,,,,
96.62,3,UN,10.5,3.5,AGUA,1,UN,6,6,CERVEJA,2016-01-06T22:44:34.000Z,Mesa 77,0,96.62,8.41,89.62,1168,80.12,68.6,BUFFET,,,,,,
98,1,UN,25.6,25.6,SUSHI ESPECIAL,662,KG,45.41,68.6,BUFFET,2016-01-06T22:50:20.000Z,Mesa 82,0,98.01,8.81,80.01,6,27,4.5,REFRIGERANTE,,,,,,
52.91,582,KG,39.92,68.6,BUFFET,2,UN,13,6.5,CERVEJA LATA,2016-01-06T22:51:12.000Z,Mesa 63,0,52.92,7.75,52.92,,,,,,,,,,
28.58,322,KG,22.08,68.6,BUFFET,1,UN,6.5,6.5,CERVEJA LATA,2016-01-06T22:51:55.000Z,Mesa 64,0,28.58,3.97,28.58,,,,,,,,,,
35.72,324,KG,22.22,68.6,BUFFET,3,UN,13.5,4.5,SUCO,2016-01-06T22:52:37.000Z,Mesa 66,0,35.72,1.5,26.72,,,,,,,,,,
113.7,2,UN,45.8,22.9,WHISKY,0.99,KG,67.91,68.6,BUFFET,2016-01-06T22:55:03.000Z,Mesa 80,0,113.71,24.25,113.71,,,,,,,,,,
79.15,3,UN,10.5,3.5,AGUA,3,UN,10.5,3.5,AGUA,2016-01-06T23:03:13.000Z,Mesa 61,0,79.17,6.92,65.17,848,58.17,68.6,BUFFET,,,,,,
60.46,498,KG,34.16,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T23:10:34.000Z,Mesa 84,0,60.46,11.17,51.46,1,12.8,12.8,CERVEJA,,,,,,
33.19,484,KG,33.2,68.6,BUFFET,,,,,,2016-01-06T23:11:13.000Z,Mesa 85,0,33.2,1.39,33.2,,,,,,,,,,
12.75,186,KG,12.75,68.6,BUFFET,,,,,,2016-01-06T23:12:48.000Z,Mesa 83,0,12.75,0.54,12.75,,,,,,,,,,
121.43,1,UN,23.8,23.8,SUSHI ESPECIAL,658,KG,45.13,68.6,BUFFET,2016-01-06T23:13:37.000Z,Mesa 5,0,121.43,12.46,94.43,3,13.5,4.5,REFRIGERANTE,3,13.5,4.5,REFRIGERANTE,3,13.5
36,328,KG,22.5,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-06T23:13:47.000Z,Mesa 10,0,36,4.07,27,,,,,,,,,,
59.06,1,UN,7.2,7.2,HARUMAKI,1,UN,20.9,20.9,SAKE,2016-01-06T23:13:55.000Z,Mesa 3,0,59.06,16.98,50.06,1,8,8,SOBREMESA,138,9.46,68.6,BUFFET,3,13.5
24.9,1,UN,3.5,3.5,AGUA,312,KG,21.4,68.6,BUFFET,2016-01-07T12:07:43.000Z,Mesa 4,0,24.9,2.53,24.9,,,,,,,,,,
84.77,1236,KG,84.78,68.6,BUFFET,,,,,,2016-01-07T12:14:57.000Z,Mesa 3,0,84.78,3.56,84.78,,,,,,,,,,
78.31,1,UN,3.5,3.5,AGUA,2,UN,2,1,CHA,2016-01-07T12:15:06.000Z,Mesa 1,0,78.32,7.53,78.32,996,68.32,68.6,BUFFET,1,4.5,4.5,REFRIGERANTE,,
57.93,1,UN,3.5,3.5,AGUA,728,KG,49.94,68.6,BUFFET,2016-01-07T12:16:22.000Z,Mesa 9,0,57.94,5.83,57.94,1,4.5,4.5,REFRIGERANTE,,,,,,
64.52,1,UN,3.5,3.5,AGUA,824,KG,56.52,68.6,BUFFET,2016-01-07T12:20:15.000Z,Mesa 8,0,64.52,6.1,64.52,1,4.5,4.5,REFRIGERANTE,,,,,,
123.96,1.55,KG,105.98,68.6,BUFFET,2,UN,9,4.5,REFRIGERANTE,2016-01-07T12:26:17.000Z,Mesa 11,0,123.98,11.17,79.65,2,9,4.5,REFRIGERANTE,,,,,,
49.94,728,KG,49.94,68.6,BUFFET,,,,,,2016-01-07T12:27:57.000Z,Mesa 5,0,49.94,2.1,49.94,,,,,,,,,,
30.87,0.45,KG,30.87,68.6,BUFFET,,,,,,2016-01-07T12:32:26.000Z,Mesa 36,0,30.87,1.3,30.87,,,,,,,,,,
86.57,2,UN,7,3.5,AGUA,1.03,KG,70.57,68.6,BUFFET,2016-01-07T12:32:57.000Z,Mesa 13,0,86.57,8.98,55.05,2,9,4.5,REFRIGERANTE,,,,,,
31.8,398,KG,27.3,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-07T12:34:52.000Z,Mesa 6,0,31.8,3.25,31.8,,,,,,,,,,
52.79,704,KG,48.29,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-07T12:44:34.000Z,Mesa 26,0,52.79,4.13,52.79,,,,,,,,,,
28.26,412,KG,28.26,68.6,BUFFET,,,,,,2016-01-07T12:45:10.000Z,Mesa 22,0,28.26,1.19,28.26,,,,,,,,,,
44.15,578,KG,39.65,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-07T12:45:21.000Z,Mesa 25,0,44.15,3.77,44.15,,,,,,,,,,
57.27,1,UN,3.5,3.5,AGUA,784,KG,53.78,68.6,BUFFET,2016-01-07T12:46:58.000Z,Mesa 41,0,57.28,3.89,57.28,,,,,,,,,,
37.15,476,KG,32.65,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-07T12:47:46.000Z,Mesa 16,0,37.15,3.47,37.15,,,,,,,,,,
33.44,422,KG,28.94,68.6,BUFFET,1,UN,4.5,4.5,SUCO,2016-01-07T12:48:31.000Z,Mesa 17,0,33.44,1.41,33.44,,,,,,,,,,
33.75,492,KG,33.75,68.6,BUFFET,,,,,,2016-01-07T12:49:26.000Z,Mesa 18,0,33.75,1.42,33.75,,,,,,,,,,
53.36,778,KG,53.37,68.6,BUFFET,,,,,,2016-01-07T12:51:39.000Z,Mesa 43,0,53.37,2.24,53.37,,,,,,,,,,
43.4,1,UN,4.5,4.5,SUCO,0.57,KG,38.89,68.6,BUFFET,2016-01-07T12:52:48.000Z,Mesa 15,0,43.4,1.83,30.43,,,,,,,,,,
19.45,1,UN,4.5,4.5,SUCO,218,KG,14.95,68.6,BUFFET,2016-01-07T12:52:59.000Z,Mesa 14,0,19.45,0.82,19.45,,,,,,,,,,
94.49,1,UN,4.5,4.5,SUCO,1,UN,4.5,4.5,LIMONADA,2016-01-07T12:55:04.000Z,Mesa 40,0,94.52,5.33,94.52,1.2,82.32,68.6,BUFFET,1,3.2,3.2,DOCINHOS,,
32.35,406,KG,27.85,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-07T12:55:15.000Z,Mesa 19,0,32.35,3.27,32.35,,,,,,,,,,
27.27,332,KG,22.77,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-07T12:55:27.000Z,Mesa 21,0,27.27,3.06,27.27,,,,,,,,,,
59.26,864,KG,59.27,68.6,BUFFET,,,,,,2016-01-07T12:56:40.000Z,Mesa 51,0,59.27,2.49,59.27,,,,,,,,,,
20.99,306,KG,20.99,68.6,BUFFET,,,,,,2016-01-07T12:58:25.000Z,Mesa 29,0,20.99,0.88,20.99,,,,,,,,,,
27.44,0.4,KG,27.44,68.6,BUFFET,,,,,,2016-01-07T12:59:02.000Z,Mesa 35,0,27.44,1.15,27.44,,,,,,,,,,
30.29,376,KG,25.79,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-07T13:00:29.000Z,Mesa 30,0,30.29,3.18,30.29,,,,,,,,,,
30.15,1,UN,4.5,4.5,LIMONADA,374,KG,25.65,68.6,BUFFET,2016-01-07T13:00:44.000Z,Mesa 33,0,30.15,1.27,30.15,,,,,,,,,,
35.26,514,KG,35.26,68.6,BUFFET,,,,,,2016-01-07T13:00:51.000Z,Mesa 27,0,35.26,1.48,35.26,,,,,,,,,,
22.15,1,UN,3.5,3.5,AGUA,272,KG,18.65,68.6,BUFFET,2016-01-07T13:03:53.000Z,Mesa 38,0,22.15,2.41,22.15,,,,,,,,,,
23.53,1,UN,3.5,3.5,AGUA,292,KG,20.03,68.6,BUFFET,2016-01-07T13:04:06.000Z,Mesa 37,0,23.53,2.47,23.53,,,,,,,,,,
27,328,KG,22.5,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-07T13:09:38.000Z,Mesa 70,0,27,3.05,27,,,,,,,,,,
37.38,1,UN,3.5,3.5,AGUA,494,KG,33.88,68.6,BUFFET,2016-01-07T13:10:35.000Z,Mesa 67,0,37.38,3.05,37.38,,,,,,,,,,
31.35,1,UN,3.5,3.5,AGUA,406,KG,27.85,68.6,BUFFET,2016-01-07T13:11:13.000Z,Mesa 68,0,31.35,2.8,31.35,,,,,,,,,,
39.03,1,UN,3.5,3.5,AGUA,518,KG,35.53,68.6,BUFFET,2016-01-07T13:11:41.000Z,Mesa 64,0,39.03,3.12,39.03,,,,,,,,,,
30.25,1,UN,3.5,3.5,AGUA,0.39,KG,26.75,68.6,BUFFET,2016-01-07T13:12:27.000Z,Mesa 61,0,30.25,2.75,30.25,,,,,,,,,,
30.39,1,UN,3.5,3.5,AGUA,392,KG,26.89,68.6,BUFFET,2016-01-07T13:14:00.000Z,Mesa 81,0,30.39,2.76,30.39,,,,,,,,,,
43.15,1,UN,3.5,3.5,AGUA,578,KG,39.65,68.6,BUFFET,2016-01-07T13:14:42.000Z,Mesa 78,0,43.15,3.3,43.15,,,,,,,,,,
48.12,636,KG,43.62,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-07T13:15:49.000Z,Mesa 60,0,48.12,3.93,48.12,,,,,,,,,,
32.9,414,KG,28.4,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-07T13:16:28.000Z,Mesa 42,0,32.9,3.29,32.9,,,,,,,,,,
26.72,324,KG,22.22,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-07T13:17:00.000Z,Mesa 28,0,26.72,3.03,26.72,,,,,,,,,,
58.82,792,KG,54.33,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-07T13:20:38.000Z,Mesa 80,0,58.83,4.38,58.83,,,,,,,,,,
30.87,0.45,KG,30.87,68.6,BUFFET,,,,,,2016-01-07T13:20:59.000Z,Mesa 56,0,30.87,1.3,30.87,,,,,,,,,,
31.14,454,KG,31.14,68.6,BUFFET,,,,,,2016-01-07T13:21:07.000Z,Mesa 44,0,31.14,1.31,31.14,,,,,,,,,,
35.26,514,KG,35.26,68.6,BUFFET,,,,,,2016-01-07T13:21:15.000Z,Mesa 55,0,35.26,1.48,35.26,,,,,,,,,,
